subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
31,cm667,I have had professors that are real Einsteins. ,conv,2,2,7,9,22860,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.162009594,0.113563181
31,cm680,Her family is her rock. ,conv,5,2,20,5,7159,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.005704524,-0.097476988
32,cm688,Her smile shines like the sun. ,conv,5,2,6,10,10176,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,-0.020761968,-0.007588717
32,cm689,Some computer programs are rocket science. ,conv,3,2,7,7,12976,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.149779619,0.158400542
32,cm691,Cigarettes are a silent killer. ,conv,5,2,9,15,19286,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.25001956,0.090985628
32,cm694,Some professors have the IQ of Einstein. ,conv,2.5,2,12,9,18456,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.074563432,0.017086524
32,cm695,Some properties are diamonds. ,conv,4,2,13,21,14085,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.151725139,0.202701673
32,cm698,The earth is full of people working like bees. ,conv,4.5,2,16,18,11163,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.563875069,0.687150969
32,cm702,Certain memories play in my head just like they were yesterday. ,conv,2.5,2,20,4,13492,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,,
32,cm703,Some jobs are like a prision. ,conv,4.5,2,21,1,7977,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,-0.019069398,0.100755914
32,cm704,Friendship keeps them stuck like glue.  ,conv,5,2,22,20,12477,20,f,right,2,3,english,,0,0,0,9,18,10,49,19,3,18.3935143,0.334964127,0.420749762
33,cm715,His temper is like a valcano.  ,conv,5,2,11,13,14860,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,0.04974513,0.231611063
33,cm720,This class is worst than watching grass grow.  ,conv,5,2,16,2,27406,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,,
33,cm724,"My professor is a walking, talking super computer.  ",conv,5,2,20,9,39844,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,0.218798976,0.284705489
34,cm730,Some professors are like walking encyclopedias.  ,conv,5,2,4,9,15068,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.091854062,0.041571289
34,cm732,Education is like a open door to great possibilities. ,conv,5,2,6,19,32234,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.225536938,0.364608387
34,cm734,Colleges is like a global place where you can meet anyone from anywhere.  ,conv,3,2,8,16,29114,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.070587389,0.223401631
34,cm740,Some jobs are like being in prison.  ,conv,4.5,2,14,1,10756,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,-0.019069398,0.102031238
34,cm747,Her smile is like how flowers attracts the bees.  ,conv,5,2,21,10,37271,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.29904702,0.417095824
35,cm749,Friendship is like gluing paper with permanent glue ,conv,5,2,1,20,128140,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.013857912,0.094460068
35,cm760,his temper is as dangerous as the atomic bomb ,conv,5,2,12,13,22785,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.163886883,0.287742557
35,cm768,some property is like diamond ,conv,3.5,2,20,21,8162,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.151725139,0.202701673
36,cm776,Some old men are like donkeys  ,conv,5,2,6,6,31855,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.139380757,0.128706704
36,cm779,Her smile is as strong as this magnet  ,conv,5,2,9,10,24264,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.057619935,0.159470925
36,cm783,Some property is as expensive as the last diamond on earth ,conv,3.5,2,13,21,36945,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.139317471,0.282519506
37,cm794,college is like a zoo ,conv,5,2,2,16,26903,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,-0.025280873,0.038885841
37,cm807,education is like a stairway to the future  ,conv,5,2,15,19,53478,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.201083029,0.261913276
37,cm808,some property is like gold ,conv,3,2,16,21,16779,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.176928951,0.19666821
37,cm811,divorce is like a hurricane  ,conv,5,2,19,17,18228,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.249648589,0.174498555
38,cm816,Friendship is like glue. ,conv,5,2,2,20,14266,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.069455332,0.066861363
38,cm823,Some jobs are like cages. ,conv,5,2,9,1,22995,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,-0.092327216,0.084844797
38,cm828,Some professors are like entire encyclopedias. ,conv,5,2,14,9,15206,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.082571448,-0.013555366
38,cm832,Her family was her rock. ,conv,5,2,18,5,7285,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.005704524,-0.097476988
38,cm833,Some computer programs are like rocket science. ,conv,2.5,2,19,7,8748,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.149779619,0.158400542
38,cm834,Some relationships are just like being alone. ,conv,5,2,20,11,66433,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.314492307,0.247594588
39,cm843,his temper is like blowing a ballon ,conv,5,2,7,13,27706,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.219103226,0.234760235
39,cm847,some computer programs are like a puzzle,conv,4.5,2,11,7,17725,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.173582139,0.192763351
39,cm850,her smile is like a magnet,conv,5,2,14,10,8703,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.01869777,0.096934698
39,cm855,certain memories are like pictures ,conv,3,2,19,4,62208,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,,
40,cm861,Some college lectures are like sleeping pills.,conv,5,2,3,2,22377,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,,
40,cm862,Having some jobs is like living in prison.,conv,4.5,2,4,1,52108,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.010738075,0.223442541
40,cm863,Education is a key for success.,conv,5,2,5,19,23917,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.329132809,0.351487597
40,cm866,Smoking cigarettes is like wishing heart attacks.,conv,5,2,8,15,144957,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.191679258,0.234202989
40,cm867,Her beauty is like a magnet that attracts men who always do something for her.,conv,5,2,9,14,97694,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.269445654,0.287424946
40,cm869,Some property is like gold.,conv,2.5,2,11,21,44318,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.176928951,0.19666821
40,cm876,Working with some computer programs are walking through a maze.,conv,5,2,18,7,44671,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.24895433,0.214009515
40,cm877,Her house looks like a hotel.,conv,2.5,2,19,22,44984,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.083880147,0.371394826
40,cm880,His temper is like a volcano.,conv,5,2,22,13,19463,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.04974513,0.231611063
41,cm882,Certain memories are like realistic pictures  ,conv,3,2,2,4,22863,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,,
41,cm892,"Without education, you lose the key and the door ",conv,5,2,12,19,96589,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,0.23641916,0.32043999
41,cm902,Some old men are like a herd of mules ,conv,5,2,22,6,89694,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,0.136658318,0.109833175
42,cm917,Is like gold  ,conv,2.5,2,15,21,31206,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,0.084350708,0.078154555
42,cm924,Divorce is like a volcano over a tiny village ,conv,5,2,22,17,37771,38,f,right,6,2,non-english,2.25,1.75,0.444444444,8,16,5,14,36,16,7,20.1577789,0.195316101,0.190202579
43,cm931,The Earth is constantly buzzing like a beehive. ,conv,3,2,7,18,23477,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.041634633,0.211638223
43,cm933,Some college lectures are about as interesting as a blank wall. ,conv,5,2,9,2,61940,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,,
43,cm935,Some old men are about as willing to change as a mule. ,conv,5,2,11,6,24788,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.163860904,0.112918575
43,cm937,Her house was clean as a whistle. ,conv,5,2,13,22,11152,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.235671028,0.376033282
43,cm938,Certain memories stick around like photographs. ,conv,3,2,14,4,13935,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,,
43,cm940,Divorce is like a war. ,conv,5,2,16,17,17901,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.268315976,0.263617368
43,cm941,Cigarettes are silent assassins hiding in your pocket. ,conv,5,2,17,15,15242,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.108751918,0.21635069
43,cm942,Her family is solid as a rock. ,conv,5,2,18,5,10371,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.026594964,0.040041677
43,cm945,Some property is pure gold. ,conv,3,2,21,21,10694,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.166326398,0.233911696
44,cm950,Her house was like a hospital ward. ,conv,5,2,4,22,50555,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.037968392,0.151127502
44,cm953,Some properties are goldmines. ,conv,3,2,7,21,26422,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.175410101,0.157878177
44,cm954,Divorce is like a hurricane. ,conv,5,2,8,17,33993,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.249648589,0.174498555
44,cm959,Colleges are melting pots. ,conv,4.5,2,13,16,43454,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,-0.007632191,0.092288913
44,cm962,The Earth is a beehive. ,conv,2.5,2,16,18,25850,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.014091259,0.106825804
44,cm965,Her smile is like a people magnet. ,conv,5,2,19,10,9971,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.073309403,0.111971373
45,cm971,Some property is like gold,conv,3,2,3,21,11121,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.176928951,0.19666821
45,cm972,Some relationships are like being alone in a crowded room,conv,5,2,4,11,22979,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.269818922,0.131755399
45,cm974,Divorce is like a nuclear bomb,conv,5,2,6,17,11239,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.177460409,0.272254915
45,cm977,His temper is a timebomb,conv,5,2,9,13,6082,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.02260382,0.043931473
45,cm978,Some teenagers are like a constantly moving race car,conv,5,2,10,12,31734,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.215294013,0.49069678
45,cm979,Her house is like a hospital,conv,5,2,11,22,11196,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.036545789,0.182113084
45,cm980,Her beauty is her ticket into the world,conv,5,2,12,14,14234,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.027240455,0.121507925
45,cm981,Some old men are like mules,conv,5,2,13,6,5479,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.153888999,0.116442085
45,cm986,Friendship is like an everlasting bond,conv,2.5,2,18,20,94476,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.016967967,0.100028599
45,cm988,Colleges are like a melting pot,conv,4.5,2,20,16,7284,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,-0.001642428,0.090533503
45,cm989,Some jobs are like prison,conv,4.5,2,21,1,6412,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,-0.019069398,0.114010053
46,cm991,Friendship is like having a strong bond with a person you like.,conv,2,2,1,20,127181,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.163447927,0.346207364
46,cm993,Her beauty is a powerful weapon that helps her achieve whaterver she wants.,conv,4.5,2,3,14,36217,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.235923338,0.359741959
46,cm1001,Some property is like something you'd want to possess forever.,conv,2.5,2,11,21,57834,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.201404007,0.241911811
46,cm1003,Cigarettes are like an assissinator waiting for the best moment to kill you when you are not aware of that.,conv,5,2,13,15,59263,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.585510905,0.329596922
46,cm1007,Some teenagers are like unstoppeable racing cars.,conv,5,2,17,12,22368,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.060004763,0.240395555
46,cm1010,Some people are like puzzles you can never solve. ,conv,4.5,2,20,8,16492,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.474696305,0.460388005
46,cm1011,Colleges are like a melting pot.,conv,4.5,2,21,16,62769,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,-0.001642428,0.090533503
47,cm1013,Cigarettes are a poison lurked in your daily routine.,conv,5,2,1,15,106652,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.087930317,0.289557797
47,cm1020,His temper is like a time-limited bomb.,conv,5,2,8,13,56413,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.171856842,0.237753659
47,cm1027,Some computer programs are like a maze that will not show me the way out.,conv,5,2,15,7,50748,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.266826006,0.233289482
47,cm1031,Some property is like diamonds.,conv,2.5,2,19,21,63811,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.151725139,0.202701673
47,cm1032,Friendship is like knots tied to friends that will not be worn out easily.,conv,4.5,2,20,20,141651,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.200527063,0.179173717
48,cm1040,Some computer programs are like puzzles.,conv,3.5,2,6,7,35133,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.173582139,0.197726844
48,cm1041,Education is a steping stone for success.,conv,5,2,7,19,27316,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.23148063,0.228300344
48,cm1051,Cigarettes are a hidden enemy.,conv,5,2,17,15,35363,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.171608639,0.170572422
48,cm1054,His temper is like a boiling pot.,conv,5,2,20,13,37395,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.003605698,0.138441547
49,cm1059,Friendship is like a super quality adhesive.,conv,5,2,3,20,98535,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,-0.015583361,0.138269204
49,cm1065,Love is like a maze.,conv,5,2,9,3,83361,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.032803743,0.049890392
49,cm1068,Divorce is like a disaster. ,conv,5,2,12,17,13095,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.285425984,0.23374157
49,cm1070,His temper is like a giant balloon. ,conv,5,2,14,13,66142,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.129856773,0.264046028
49,cm1076,Her house is like a luxurious hotel room. ,conv,3,2,20,22,113288,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.095742583,0.392906426
50,cm1080,Some jobs are just like being in prison.,conv,4.5,2,2,1,61867,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,-0.019069398,0.102031238
50,cm1083,Her beauty gives her keys to anywhere.,conv,3.5,2,5,14,17906,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.168185797,0.255768107
50,cm1084,Her family is like a safe harbor.,conv,5,2,6,5,20675,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.271515189,0.165932451
50,cm1098,"His temper is like a baloon, grows over time and then explodes.",conv,5,2,20,13,59578,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.247996819,0.447589735
51,cm1113,His temper is boiling water,conv,5,2,13,13,22739,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.093034981,0.238045192
51,cm1114,Eduaction is a golden key,conv,5,2,14,19,17752,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.099707738,0.032074619
51,cm1116,Some Prefessors are like intellect computers,conv,4.5,2,16,9,49112,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.104503796,0.300208364
52,cm1331,his temper is like a blowing balloon,conv,5,2,11,13,37492,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.204351434,0.29630432
52,cm1333,education is like a ladder for people to reach higer,conv,5,2,13,19,53259,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.256614715,0.262331309
52,cm1337,some old men are like donkeys,conv,5,2,17,6,17624,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.139380757,0.128706704
52,cm1342,divorce is like unexpected natural disaster,conv,5,2,22,17,61952,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.30003924,0.288602425
53,cm1300,Some teenagers think that they are in a race.,conv,2.5,2,2,12,49836,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.178410551,0.229894746
53,cm1303,His temper is like a slow bomb.,conv,5,2,5,13,23015,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.249036083,0.397382334
53,cm1304,Certain memories are pictures in my head.,conv,3,2,6,4,41221,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,,
53,cm1308,The Earth is a street in New York.,conv,4,2,10,18,84988,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.051185953,0.183012636
53,cm1318,Some property is gold.,conv,3,2,20,21,24989,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.176928951,0.19666821
54,cm1127,some jobs looks like being in jail,conv,5,2,5,1,26263,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,-0.107144604,0.048221295
54,cm1130,her family is her shelter,conv,3.5,2,8,5,24399,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.001921477,0.080645771
54,cm1138,her beauty is like a multipass,conv,4.5,2,16,14,75973,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,-0.046844573,-0.017706446
54,cm1141,his temper can be compared to a volcano,conv,5,2,19,13,24459,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,-0.029204222,0.195290027
54,cm1143,"love is like a box of chocolates, you never know what you're gonna get",conv,5,2,21,3,56406,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.06790926,-0.079790632
55,cm1149,Education is the key to unlocking all doors.,conv,5,2,5,19,15143,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.142535753,0.158110698
55,cm1150,Her beauty is as convenient as a money bribe.,conv,5,2,6,14,28469,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.125389547,0.316646982
55,cm1157,"Friendship is like hot glue, once it is on it doesn't come off.",conv,5,2,13,20,67778,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.25897754,0.232454645
55,cm1160,"His temper is like a ticking bomb, the more it ticks the closer it is to blowing up.",conv,5,2,16,13,43257,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.23418333,0.306028885
55,cm1161,"College is a melting pot, every kind of human being is represented.",conv,4.5,2,17,16,49939,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.20398118,0.315700284
55,cm1163,Cigarettes are ticking time bombs that are just waiting to explode against you.,conv,5,2,19,15,33858,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.351840713,0.232923552
